VendorNumber,VendorName,Brand,Description,Classification,RetailPrice,UnitPurchasePrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,AvgSalesPrice,TotalExciseTax,VendorFreightCost,AllocatedFreightCost,GrossProfit,ProfitMargin%,NetProfit,NetProfitMargin%,StockTurnover,SalesPurchaseRatio,PriceMarkup%,AvgUnitsSoldPerDay,VolumeCategory,PerformanceTier,IsUnderperforming,Cluster,ClusterLabel,PredictedUnderperforming,UnderperformingRiskScore
17035,PERNOD RICARD USA,1890,Jameson 12 Year Old,1,54.99,41.66,750.0,1865,77695.89999999989,1907.0,114400.93000000124,59.98999999999986,1502.919999999982,123780.21999999997,398.66,36705.03000000135,32.08455560632326,36306.37000000135,31.736079418236336,1.0225201072386059,1.4724191366597388,31.997119539126274,5.21,Standard(201-750ml),High,0,0,Standard Portfolio,0,0.0129
1587,VINEYARD BRANDS INC,8016,La Vieille Ferme Wh Rhone,2,6.99,4.79,750.0,16210,77645.90000000001,15728.0,113786.72000000319,7.303265737220678,1760.0399999999574,6070.089999999999,390.45,36140.82000000318,31.761896291590237,35750.37000000318,31.41875431509246,0.9702652683528686,1.4654569011371261,45.92901878914405,42.97,Standard(201-750ml),Low,0,0,Standard Portfolio,0,0.013
3960,DIAGEO NORTH AMERICA INC,2438,Crown Royal Special Reserve,1,69.99,54.26,1750.0,1423,77211.97999999982,1493.0,107612.0700000017,72.09127659574534,2745.180000000018,257032.07000000007,389.44,30400.090000001874,28.249702844672903,30010.650000001875,27.887810354360255,1.0491918482080111,1.3937224508424981,28.99004791743457,4.08,Magnum(1001-1750ml),High,0,0,Standard Portfolio,0,0.0096
17035,PERNOD RICARD USA,3760,Absolut Pears,1,16.99,12.49,750.0,6178,77163.21999999984,6119.0,108248.81000000454,17.696761729531012,4822.25999999991,123780.21999999997,395.92,31085.590000004697,28.71679605531312,30689.6700000047,28.35104607616787,0.9904499838135319,1.4028550130490247,36.02882305844674,16.72,Standard(201-750ml),High,0,0,Standard Portfolio,0,0.0108
9165,ULTRA BEVERAGE COMPANY LLP,2366,Templeton Rye Whiskey,1,34.99,25.36,750.0,3040,77094.40000000097,2978.0,107873.2200000027,36.24791666666747,2348.2799999999506,68054.70000000003,397.15,30778.820000001724,28.53240127623979,30381.670000001723,28.164237611523014,0.9796052631578948,1.3992354827328748,37.97318611987383,8.14,Standard(201-750ml),Mid,0,0,Standard Portfolio,0,0.0141
3252,E & J GALLO WINERY,3154,New Amsterdam Peach Vodka,1,9.99,7.8,750.0,9872,77001.60000000005,8722.0,90636.78000000407,10.408085508891023,6871.729999999741,61966.909999999996,388.26,13635.180000004024,15.043760380723379,13246.920000004024,14.615391235217567,0.8835089141004863,1.1770765802269565,28.076923076923084,23.83,Standard(201-750ml),Mid,0,0,Standard Portfolio,0,0.0859
3252,E & J GALLO WINERY,6660,Carlo Rossi Paisano Calif,2,14.99,10.27,4000.0,7493,76953.11000000132,7482.0,112155.18000000717,14.990000000000549,4489.199999999841,61966.909999999996,388.01,35202.07000000584,31.386931927712652,34814.06000000584,31.040973765102613,0.9985319631656212,1.4574483084569971,45.959104186952295,20.44,Extra Large(>1750ml),Mid,0,0,Standard Portfolio,0,0.0131
3960,DIAGEO NORTH AMERICA INC,2445,Seagrams VO,1,11.99,9.08,750.0,8470,76907.60000000017,8253.0,98953.47000000476,11.989999999999451,6504.149999999768,257032.07000000007,387.91,22045.870000004594,22.279026698107234,21657.960000004594,21.887014169390472,0.9743801652892562,1.2866539847817973,32.048458149779734,22.55,Standard(201-750ml),High,0,0,Standard Portfolio,0,0.0066
8892,TRINCHERO FAMILY ESTATES,6876,Sutter Home Clsc Chard,2,5.99,3.97,187.0,19354,76835.38000000114,19115.0,114498.85000000858,5.989999999999753,548.4099999999338,11595.970000000003,395.6,37663.47000000744,32.89419064034671,37267.87000000744,32.5486849867965,0.9876511315490338,1.4901839491131152,50.88161209068009,52.23,Miniature(≤200ml),Low,0,0,Standard Portfolio,0,0.0453
3960,DIAGEO NORTH AMERICA INC,1870,Oban Distiller's Edition,1,79.99,59.69,750.0,1287,76821.02999999985,1291.0,103267.09000000113,79.99000000000049,1017.8899999999937,257032.07000000007,387.47,26446.06000000128,25.609378554194745,26058.590000001277,25.234167051672507,1.003108003108003,1.3442554727527258,34.009046741497734,3.53,Standard(201-750ml),High,0,0,Standard Portfolio,0,0.029
1392,CONSTELLATION BRANDS INC,15229,The Prisoner Red Napa Valley,2,40.99,26.11,750.0,2937,76685.07000000015,4144.0,177568.56000000058,42.935682451254564,460.8700000000151,79528.99,391.6,100883.49000000043,56.81382447433268,100491.89000000042,56.5932899382639,1.410963568266939,2.315555818101232,56.98965913443126,11.32,Standard(201-750ml),Mid,0,0,Standard Portfolio,0,0.0844
8673,STE MICHELLE WINE ESTATES,43590,Ch Ste Michelle Indn Wls Cab,2,15.99,10.2,750.0,7518,76683.59999999983,7120.0,113285.56000000189,16.09664206642016,793.7800000000321,15919.700000000003,395.5,36601.96000000206,32.30946644921158,36206.46000000206,31.960348697575803,0.9470603884011706,1.4773114459936953,56.76470588235295,19.45,Standard(201-750ml),Mid,0,0,Standard Portfolio,0,0.0551
3960,DIAGEO NORTH AMERICA INC,2604,Johnnie Walker Collection 4,1,99.99,73.52,200.0,1040,76460.80000000002,929.0,92890.71000000046,99.99000000000012,195.08999999999966,257032.07000000007,385.65,16429.91000000044,17.687355387853486,16044.26000000044,17.272190082302483,0.8932692307692308,1.2148801738930333,36.0038084874864,2.54,Miniature(≤200ml),High,0,0,Standard Portfolio,0,0.0268
60,ADAMBA IMPORTS INTL INC,3979,Vesica Potato Vodka,1,20.99,16.27,1750.0,4687,76257.49000000009,3931.0,66871.69000000006,17.020216414863327,7224.0600000002105,367.52,365.07,-9385.800000000032,-14.035535814931585,-9750.870000000032,-14.581461901142356,0.8387027949647963,0.8769196311077112,29.010448678549473,10.74,Magnum(1001-1750ml),Low,1,0,Standard Portfolio,0,0.4721
3960,DIAGEO NORTH AMERICA INC,4278,Capt Morgan Parrot Bay Cocnt,1,11.99,9.52,750.0,8005,76207.60000000014,7985.0,92106.15000000509,11.620575606144186,6292.399999999795,257032.07000000007,384.38,15898.55000000495,17.261116657252607,15514.170000004951,16.843793818332536,0.9975015615240475,1.2086215810497236,25.945378151260513,21.82,Standard(201-750ml),High,0,0,Standard Portfolio,0,0.026
12546,JIM BEAM BRANDS COMPANY,3368,Pinnacle Grape Vodka,1,16.99,12.22,1750.0,6219,75996.18000000031,6672.0,112279.28000000607,16.82288465520864,12263.890000000523,123880.96999999999,388.98,36283.100000005754,32.3150451267623,35894.12000000575,31.96860542746962,1.0728412928123492,1.4774332078270986,39.0343698854337,18.23,Magnum(1001-1750ml),High,0,0,Standard Portfolio,0,0.0085
4425,MARTIGNETTI COMPANIES,6459,Freixenet Cordon Negro Extr,2,10.99,7.53,750.0,10080,75902.40000000045,9789.0,107581.11000000233,10.990000000000089,1092.8800000000315,144929.24,394.82,31678.710000001884,29.44634982851655,31283.890000001884,29.07935231380417,0.9711309523809524,1.4173611111111335,45.949535192563076,26.75,Standard(201-750ml),High,0,0,Standard Portfolio,0,0.0182
9819,TREASURY WINE ESTATES,35913,Stone Cellars Cab Svgn,2,8.99,5.47,1500.0,13860,75814.20000000096,13636.0,122772.64000000646,9.138877318580766,3054.97999999975,14836.570000000005,377.62,46958.4400000055,38.24829375665705,46580.8200000055,37.94071708485136,0.9838383838383838,1.6193884522952813,64.35100548446071,37.26,Magnum(1001-1750ml),Mid,0,0,Standard Portfolio,0,0.0141
1655,FABRIZIA SPIRITS LLC,4701,Fabrizia Limoncello,1,16.99,12.68,750.0,5956,75522.08000000053,5699.0,99525.01000000299,17.412921478059474,4490.4899999999525,1824.8900000000006,384.55,24002.930000002467,24.117485645067248,23618.380000002468,23.731100353571186,0.9568502350570853,1.3178266541387935,33.990536277602516,15.57,Standard(201-750ml),Low,0,0,Standard Portfolio,0,0.0153
8004,SAZERAC CO INC,3745,Taaka Vodka Traveler,1,3.99,3.07,750.0,24537,75328.58999999751,24597.0,122739.03000001173,4.989999999999418,19364.580000002738,50293.62000000002,382.03,47410.44000001422,38.62702841957419,47028.41000001422,38.31577453399275,1.0024452867098668,1.6293817526654326,29.967426710097733,67.2,Standard(201-750ml),Mid,0,0,Standard Portfolio,0,0.0004
3960,DIAGEO NORTH AMERICA INC,2109,Lagavulin Distillers Edition,1,89.99,64.74,750.0,1162,75227.88000000012,1071.0,97978.29000000082,91.5359183673468,844.1199999999957,257032.07000000007,379.44,22750.410000000702,23.21984798877436,22370.970000000703,22.83257852326318,0.9216867469879518,1.302419927292922,39.0021624961384,2.93,Standard(201-750ml),High,0,0,Standard Portfolio,0,0.0173
17035,PERNOD RICARD USA,1728,Aberlour 16 Year Old Single,1,54.99,41.35,750.0,1817,75132.95,1728.0,103249.7200000015,59.76045619116637,1362.7199999999793,123780.21999999997,385.51,28116.770000001503,27.231812347773044,27731.260000001505,26.858436032563677,0.9510181618051734,1.3742268871380865,32.98669891172914,4.72,Standard(201-750ml),High,0,0,Standard Portfolio,0,0.0111
3924,HEAVEN HILL DISTILLERIES,653,Dom de Canton Ginger Liqueur,1,29.99,21.73,750.0,3456,75098.87999999995,3340.0,115161.6000000034,34.64887480190241,2632.929999999958,14069.869999999995,375.14,40062.72000000345,34.78826275425339,39687.58000000345,34.46251180949403,0.9664351851851852,1.5334662780590533,38.011965025310616,9.13,Standard(201-750ml),Low,0,0,Standard Portfolio,0,0.0169
4425,MARTIGNETTI COMPANIES,3500,Tito's Handmade Vodka,1,1.49,1.07,50.0,70021,74922.46999999926,68553.0,120059.9700000026,1.7747679523364501,3587.079999999996,144929.24,389.73,45137.50000000335,37.59579483486658,44747.770000003344,37.27118206010078,0.9790348609702804,1.6024561122985372,39.25233644859812,187.3,Miniature(≤200ml),High,0,2,Mid Tier Performers,0,0.0074
7153,PINE STATE TRADING CO,13430,Agua de Piedra Malbec Selccn,2,11.99,5.91,750.0,12674,74903.33999999946,12148.0,134120.52000000447,11.160066765578051,1354.869999999974,15884.819999999998,380.25,59217.18000000501,44.152214739402325,58836.93000000501,43.86870107572134,0.9584977118510336,1.7905813011810348,102.87648054145515,33.19,Standard(201-750ml),Mid,0,0,Standard Portfolio,0,0.0104
8673,STE MICHELLE WINE ESTATES,31083,Stags Leap Chard Napa,2,28.99,18.66,750.0,4012,74863.91999999977,2639.0,78275.61000000052,29.645589123867317,293.6500000000066,15919.700000000003,386.12,3411.690000000759,4.358560731753782,3025.570000000759,3.8652780859845604,0.6577766699900299,1.0455718856292961,55.35905680600214,7.21,Standard(201-750ml),Mid,0,0,Standard Portfolio,1,0.585
3960,DIAGEO NORTH AMERICA INC,3925,Don Julio Reposado Tequila,1,49.99,37.87,750.0,1975,74793.25000000017,1507.0,76695.93000000031,50.89858505564326,1188.6899999999846,257032.07000000007,377.24,1902.6800000001385,2.4808096074982475,1525.4400000001385,1.98894517610013,0.7630379746835443,1.025439194044919,32.00422498019542,4.12,Standard(201-750ml),High,0,0,Standard Portfolio,1,0.7122
12546,JIM BEAM BRANDS COMPANY,5031,DeKuyper Peppermint Schnapp,1,16.99,11.71,1750.0,6381,74721.5100000002,6273.0,98192.2700000042,15.692582368655145,11531.010000000493,123880.96999999999,382.45,23470.760000003997,23.902859155820508,23088.310000003996,23.513368211166732,0.9830747531734838,1.314109819247549,45.08966695132363,17.14,Magnum(1001-1750ml),High,0,0,Standard Portfolio,0,0.0111
2242,DELICATO VINEYARDS INC,14078,Bota Box Malbec,2,17.99,11.25,3000.0,6641,74711.25,6614.0,122361.86000000699,18.5461234921294,2976.2999999999165,7982.649999999999,381.95,47650.610000006986,38.9423714219482,47268.66000000699,38.63022350265376,0.9959343472368619,1.6377969850592378,59.91111111111109,18.07,Extra Large(>1750ml),Low,0,0,Standard Portfolio,0,0.0254
1587,VINEYARD BRANDS INC,13497,Mohua Svgn Bl Marlboro,2,10.99,6.8,750.0,10986,74704.79999999983,10455.0,122141.45000000317,11.703631156930207,1169.5400000000154,6070.089999999999,375.66,47436.65000000334,38.83747081764799,47060.99000000334,38.5299093796595,0.9516657564172584,1.6349879793534479,61.617647058823536,28.57,Standard(201-750ml),Low,0,0,Standard Portfolio,0,0.0107
3960,DIAGEO NORTH AMERICA INC,4249,Capt Morgan White Coconut,1,14.99,10.39,750.0,7174,74537.85999999974,7226.0,95393.74000000473,13.250434782608151,5694.069999999853,257032.07000000007,375.96,20855.880000004996,21.862944046437388,20479.920000004997,21.468830134979484,1.0072483969891275,1.279802505733396,44.27333974975938,19.74,Standard(201-750ml),High,0,0,Standard Portfolio,0,0.0317
12546,JIM BEAM BRANDS COMPANY,3020,Pinnacle Blueberry Vodka,1,10.99,7.99,750.0,9325,74506.74999999984,9245.0,99450.55000000673,10.731637831602555,7284.439999999687,123880.96999999999,381.35,24943.800000006886,25.08161091115655,24562.450000006887,24.698154007197775,0.9914209115281502,1.3347857744433482,37.546933667083856,25.26,Standard(201-750ml),High,0,0,Standard Portfolio,0,0.0035
9165,ULTRA BEVERAGE COMPANY LLP,46023,Spellbound Petite Sirah Cal,2,12.99,6.57,750.0,11338,74490.6599999992,11086.0,132122.10000000484,12.060059311980428,1235.8399999999947,68054.70000000003,383.74,57631.440000005634,43.61983347222268,57247.700000005636,43.32939001121201,0.9777738578232492,1.7736733705944645,97.71689497716895,30.29,Standard(201-750ml),Mid,0,0,Standard Portfolio,0,0.0121
8892,TRINCHERO FAMILY ESTATES,6857,Sutter Home Wh Znfdl,2,9.99,5.37,1500.0,13865,74455.05000000104,13892.0,133893.24000000788,9.710454752159457,3110.009999999676,11595.970000000003,383.35,59438.19000000684,44.39222622441831,59054.84000000684,44.10591602683105,1.0019473494410387,1.7983097184140768,86.03351955307262,37.96,Magnum(1001-1750ml),Low,0,0,Standard Portfolio,0,0.0082
12546,JIM BEAM BRANDS COMPANY,3221,Pinnacle Raspberry Vodka,1,10.99,7.93,750.0,9377,74359.61000000115,9347.0,99867.5300000066,10.727959060806585,7365.879999999661,123880.96999999999,380.6,25507.920000005455,25.541755163068284,25127.320000005457,25.160650313474054,0.9968006825210621,1.3430346124731567,38.587641866330394,25.54,Standard(201-750ml),High,0,0,Standard Portfolio,0,0.0044
12546,JIM BEAM BRANDS COMPANY,4349,Sauza Blue Silver,1,15.99,12.11,750.0,6138,74331.18000000025,6052.0,100027.4800000046,16.5219796954308,4770.129999999912,123880.96999999999,380.46,25696.30000000434,25.689240596687192,25315.84000000434,25.308885118372647,0.9859889214727925,1.3457001489819516,32.03963666391413,16.54,Standard(201-750ml),High,0,0,Standard Portfolio,0,0.0045
8004,SAZERAC CO INC,5694,Ice Box Mudslide,1,9.99,7.74,1750.0,9603,74327.22000000069,9906.0,105638.94000000581,10.711070234113068,18203.670000000355,50293.62000000002,376.96,31311.720000005123,29.64032013195456,30934.760000005124,29.283482019039024,1.0315526398000625,1.4212685473774593,29.069767441860467,27.07,Magnum(1001-1750ml),Mid,0,0,Standard Portfolio,0,0.0194
3252,E & J GALLO WINERY,20862,W Hill Est Cab Svgn No Cst,2,12.99,8.55,750.0,8678,74196.89999999992,8007.0,112064.21000000148,14.173195518804564,892.16000000004,61966.909999999996,374.12,37867.310000001555,33.79072587046396,37493.19000000155,33.45688155031928,0.9226780364139202,1.5103624275407947,51.92982456140351,21.88,Standard(201-750ml),Mid,0,0,Standard Portfolio,0,0.03
7153,PINE STATE TRADING CO,10451,Line 39 Cab Svgn Lake Cnty,2,9.99,5.29,750.0,14006,74091.74000000066,13614.0,132793.46000000314,9.862300781899231,1518.3099999999556,15884.819999999998,376.13,58701.720000002475,44.20527938650073,58325.59000000248,43.92203501588188,0.972011994859346,1.7922842681249211,88.84688090737241,37.2,Standard(201-750ml),Mid,0,0,Standard Portfolio,0,0.0049
9815,WINE GROUP INC,6498,Franzia Chablis Old World C,2,14.99,9.73,5000.0,7614,74084.21999999847,7647.0,126520.53000000605,16.54150589262345,5735.25,27100.409999999996,381.79,52436.31000000758,41.44490226211119,52054.52000000758,41.14314095902466,1.004334121355398,1.7077932385602312,54.0596094552929,20.89,Extra Large(>1750ml),Mid,0,0,Standard Portfolio,0,0.0128
1392,CONSTELLATION BRANDS INC,22899,Simi Svgn Bl,2,14.99,6.53,750.0,11344,74076.3200000004,11060.0,136233.80000000208,13.151066308243664,1234.900000000032,79528.99,378.27,62157.480000001684,45.62559364856646,61779.21000000169,45.34793127696705,0.9749647390691114,1.8391005384716916,129.55589586523737,30.22,Standard(201-750ml),Mid,0,0,Standard Portfolio,0,0.0057
17035,PERNOD RICARD USA,999,Jameson 18 Year Old,1,114.99,89.84,750.0,824,74028.15999999997,692.0,86273.08000000016,124.59285132382841,545.6900000000032,123780.21999999997,379.84,12244.920000000187,14.193210674755283,11865.080000000187,13.752934287265697,0.8398058252427184,1.1654089470817617,27.99421193232412,1.89,Standard(201-750ml),High,0,0,Standard Portfolio,0,0.3226
9552,M S WALKER INC,4494,Jenkins French Brandy,1,15.99,9.55,1750.0,7751,74022.05000000107,7809.0,132910.91000000335,17.170940115904305,14348.360000000368,55551.819999999985,376.02,58888.860000002285,44.3070173848037,58512.84000000229,44.02410607225608,1.0074829054315573,1.7955583505185473,67.43455497382197,21.34,Magnum(1001-1750ml),Mid,0,0,Standard Portfolio,0,0.0042
8150,SEA HAGG DISTILLERY LLC,6560,Rocky Peak Hard Cinnamon,1,18.99,13.76,750.0,5372,73918.72000000018,3900.0,72075.00000000015,18.49939074667909,3072.45999999999,935.5199999999999,367.75,-1843.7200000000303,-2.5580575789108937,-2211.4700000000303,-3.068289975719772,0.7259865971705137,0.9750574685275932,38.00872093023255,10.66,Standard(201-750ml),Low,1,0,Standard Portfolio,1,0.7179
3252,E & J GALLO WINERY,18106,Barefoot Cellars Pink Moscat,2,10.99,7.14,1500.0,10350,73898.99999999802,9096.0,97980.16000000398,10.944507255793285,2034.8600000000993,61966.909999999996,372.62,24081.160000005955,24.57758795250485,23708.540000005956,24.197286471062096,0.878840579710145,1.3258658439221993,53.92156862745099,24.85,Magnum(1001-1750ml),Mid,0,0,Standard Portfolio,0,0.0626
8664,"STOLI GROUP,(USA) LLC",3683,Stolichnaya Ohranj,1,16.99,13.17,750.0,5604,73804.68000000001,5432.0,98958.68000000418,18.227747653805753,4281.0999999999585,18544.489999999998,373.29,25154.000000004176,25.418689901687365,24780.710000004176,25.041471854720704,0.9693076374018558,1.3408184955209368,29.0053151100987,14.84,Standard(201-750ml),Mid,0,0,Standard Portfolio,0,0.0107
6213,MHW LTD,8312,Bols Curacao Orange,1,7.99,5.71,750.0,12900,73658.99999999948,12725.0,109769.75000000325,8.815113562622225,10021.300000000054,9621.580000000002,375.31,36110.75000000377,32.89681355747162,35735.44000000377,32.55490697574032,0.9864341085271318,1.4902421971517945,39.92994746059545,34.77,Standard(201-750ml),Low,0,0,Standard Portfolio,0,0.0049
12546,JIM BEAM BRANDS COMPANY,2899,Laphroiag Select Single Malt,1,54.99,37.85,750.0,1946,73656.09999999998,1805.0,89080.95000000134,49.48485949280313,1423.5099999999766,123880.96999999999,377.0,15424.85000000136,17.31554277317555,15047.85000000136,16.892332198973108,0.9275436793422405,1.2094171426399356,45.28401585204755,4.93,Standard(201-750ml),High,0,0,Standard Portfolio,0,0.0245
9552,M S WALKER INC,2676,Grand MacNish,1,15.99,10.93,1750.0,6726,73515.18000000046,6280.0,95864.20000000352,15.32412698412644,11541.650000000413,55551.819999999985,373.44,22349.02000000306,23.313207641645413,21975.58000000306,22.92365658921918,0.9336901575973833,1.3040055128750676,46.29460201280879,17.16,Magnum(1001-1750ml),Mid,0,0,Standard Portfolio,0,0.0163
9165,ULTRA BEVERAGE COMPANY LLP,6385,Fetzer Sundial Chard,2,12.99,6.88,1500.0,10682,73492.15999999938,10096.0,112858.04000000378,11.434233607421014,2260.379999999995,68054.70000000003,378.6,39365.8800000044,34.88088221273654,38987.2800000044,34.545416525046065,0.945141359296012,1.5356473397979422,88.80813953488372,27.58,Magnum(1001-1750ml),Mid,0,0,Standard Portfolio,0,0.0142
9552,M S WALKER INC,35442,Borsao Tres Picos Garnacha,2,14.99,8.21,750.0,8948,73463.07999999968,8681.0,120325.19000000365,13.993974562797769,968.3400000000428,55551.819999999985,373.18,46862.11000000397,38.94621732988957,46488.93000000397,38.63607445789412,0.9701609298167189,1.6379001533832256,82.58221680876979,23.72,Standard(201-750ml),Mid,0,0,Standard Portfolio,0,0.0084
1128,BROWN-FORMAN CORP,4767,El Jimador Reposado Tequila,1,26.99,19.28,1750.0,3805,73360.39999999994,3759.0,102833.41000000275,27.441793721973085,6910.170000000217,68601.68000000001,371.98,29473.010000002818,28.660928388937045,29101.03000000282,28.29919770238295,0.9879106438896189,1.4017563971843507,39.98962655601658,10.27,Magnum(1001-1750ml),Mid,0,0,Standard Portfolio,0,0.0241
653,STATE WINE & SPIRITS,892,Uncle Val's Botanical Gin,1,33.99,24.99,750.0,2933,73295.67000000023,2753.0,93934.4700000022,34.174873949580025,2171.1999999999507,8014.98,384.04,20638.800000001967,21.97148714417773,20254.760000001967,21.56264894026814,0.9386293897033754,1.2815828001845389,36.01440576230494,7.52,Standard(201-750ml),Low,0,0,Standard Portfolio,0,0.0189
4425,MARTIGNETTI COMPANIES,3390,Cold River Blueberry Vodka,1,29.99,22.55,750.0,3249,73264.95000000046,3169.0,100693.31000000224,31.85849574266739,2497.139999999967,144929.24,381.11,27428.360000001776,27.23950578246079,27047.250000001775,26.861019863187707,0.9753770390889505,1.3743721929790658,32.99334811529933,8.66,Standard(201-750ml),High,0,0,Standard Portfolio,0,0.0226
3960,DIAGEO NORTH AMERICA INC,2255,Crown Royal Party Pak,1,39.99,30.76,1750.0,2381,73239.55999999994,2379.0,95115.21000000123,39.974246061515025,4371.690000000076,257032.07000000007,369.41,21875.65000000129,22.999108134231115,21506.24000000129,22.610726507359878,0.999160016799664,1.2986862564439396,30.006501950585175,6.5,Magnum(1001-1750ml),High,0,0,Standard Portfolio,0,0.0136
11567,CAMPARI AMERICA,5358,Irish Mist Honey Liqueur,1,25.99,18.83,750.0,3882,73098.06000000045,3857.0,98995.43000000264,25.65631467793024,3039.689999999967,20964.809999999998,370.01,25897.370000002193,26.160167191557733,25527.360000002194,25.786402463226345,0.993560020607934,1.354282589715815,38.02442910249602,10.54,Standard(201-750ml),Mid,0,0,Standard Portfolio,0,0.0444
12546,JIM BEAM BRANDS COMPANY,2121,Canadian Club Traveler,1,9.99,7.8,750.0,9318,72680.40000000018,9256.0,96493.44000000652,10.434989185291869,7295.67999999968,123880.96999999999,372.01,23813.04000000634,24.678403008541025,23441.03000000634,24.292874209899402,0.9933462116333978,1.3276404642793143,28.076923076923084,25.29,Standard(201-750ml),High,0,0,Standard Portfolio,0,0.0025
6785,PALM BAY INTERNATIONAL INC,24779,Straccali Chianti,2,9.99,6.84,1500.0,10625,72674.9999999999,10585.0,113039.15000000448,10.716755988631395,2369.0899999999806,13605.409999999998,367.03,40364.15000000458,35.70811528572444,39997.12000000458,35.38342246912065,0.9962352941176471,1.5554062607499777,46.05263157894737,28.92,Magnum(1001-1750ml),Low,0,0,Standard Portfolio,0,0.0148
3252,E & J GALLO WINERY,13163,Barefoot Bubbly Moscato,2,7.99,5.47,750.0,13278,72630.65999999954,12613.0,100847.38999999974,8.272673964034203,1408.2100000000198,61966.909999999996,366.22,28216.7300000002,27.979633384661984,27850.5100000002,27.616490620134314,0.9499171561982226,1.3884961254654766,46.069469835466194,34.46,Standard(201-750ml),Mid,0,0,Standard Portfolio,0,0.016
7153,PINE STATE TRADING CO,3556,Hard Rock Vodka,1,12.99,9.48,1750.0,7660,72616.8,7580.0,98464.20000000129,12.990000000000398,13927.030000000213,15884.819999999998,368.64,25847.40000000129,26.25055603965802,25478.76000000129,25.876166159884463,0.9895561357702349,1.355942426545941,37.0253164556962,20.71,Magnum(1001-1750ml),Mid,0,0,Standard Portfolio,0,0.0127
11567,CAMPARI AMERICA,8187,Wild Turkey,1,18.99,13.17,750.0,5505,72500.85000000005,5479.0,105353.21000000437,19.213774622080326,4320.1399999999285,20964.809999999998,366.99,32852.36000000432,31.18306504377319,32485.37000000432,30.834722549035735,0.9952770208901,1.4531306874333791,44.19134396355352,14.97,Standard(201-750ml),Mid,0,0,Standard Portfolio,0,0.014
1392,CONSTELLATION BRANDS INC,3150,Svedka Mango Pineapple Vodka,1,10.99,8.65,750.0,8380,72487.00000000063,8863.0,100480.37000000515,11.355223463686475,6982.679999999715,79528.99,370.16,27993.37000000452,27.85954112231383,27623.21000000452,27.49115075910161,1.05763723150358,1.3861846951867822,27.05202312138728,24.22,Standard(201-750ml),Mid,0,0,Standard Portfolio,0,0.017
4425,MARTIGNETTI COMPANIES,13530,Home Ranch Sbragia Chard,2,24.99,17.23,750.0,4207,72486.61000000002,2660.0,47958.40000000023,18.02790613718425,296.6300000000052,144929.24,377.06,-24528.209999999788,-51.14476296123238,-24905.26999999979,-51.930986021217706,0.632279534109817,0.6616173662970336,45.03772489843295,7.27,Standard(201-750ml),High,1,0,Standard Portfolio,1,0.846
4425,MARTIGNETTI COMPANIES,27031,Opus One 2013,2,264.99,180.27,750.0,402,72468.54,198.0,52468.01999999999,264.98999999999984,22.15999999999998,144929.24,376.96,-20000.520000000004,-38.11944876135979,-20377.480000000003,-38.83790545173995,0.4925373134328358,0.7240109984277314,46.99617240805458,0.54,Standard(201-750ml),High,1,0,Standard Portfolio,1,0.8624
3960,DIAGEO NORTH AMERICA INC,3877,Smirnoff Green Apple Vodka,1,10.99,8.65,750.0,8364,72348.60000000075,8373.0,100739.27000000588,12.079288774635604,6598.4899999997515,257032.07000000007,364.91,28390.670000005135,28.182326514777678,28025.760000005135,27.820094388219708,1.0010760401721663,1.3924149188789394,27.05202312138728,22.88,Standard(201-750ml),High,0,0,Standard Portfolio,0,0.0006
2000,SOUTHERN WINE & SPIRITS NE,11141,C K Mondavi Chard,2,9.99,5.55,1500.0,13025,72288.75000000054,12726.0,125279.82000000126,10.090090009000235,2851.7299999998113,19016.59,367.5,52991.07000000072,42.29816901077938,52623.57000000072,42.00482567743168,0.9770441458733206,1.733047258390833,80.0,34.77,Magnum(1001-1750ml),Mid,0,0,Standard Portfolio,0,0.0049
12546,JIM BEAM BRANDS COMPANY,2277,Kilbeggan Irish Whiskey,1,22.99,17.03,750.0,4244,72275.31999999999,1546.0,20272.53999999998,13.077628865979255,1217.1299999999987,123880.96999999999,369.93,-52002.78000000001,-256.51832478811275,-52372.710000000014,-258.34310846100226,0.3642789820923657,0.280490491083263,34.99706400469758,4.22,Standard(201-750ml),High,1,0,Standard Portfolio,1,0.8569
3252,E & J GALLO WINERY,6854,Carlo Rossi Burgundy Calif,2,14.99,9.86,4000.0,7330,72273.80000000191,7362.0,110356.3800000064,14.99000000000024,4417.199999999817,61966.909999999996,364.42,38082.580000004484,34.50872527714508,37718.160000004485,34.178504224225456,1.0043656207366984,1.5269209589090857,52.02839756592294,20.11,Extra Large(>1750ml),Mid,0,0,Standard Portfolio,0,0.021
12546,JIM BEAM BRANDS COMPANY,3915,Sauza Silver Tequila,1,14.99,9.48,750.0,7615,72190.19999999995,7471.0,100698.29000000555,13.514212144503983,5887.999999999812,123880.96999999999,369.5,28508.0900000056,28.310401298774813,28138.5900000056,27.943463588114604,0.9810899540380827,1.3949024936903571,58.122362869198305,20.41,Standard(201-750ml),High,0,0,Standard Portfolio,0,0.0098
